,State,County,Municipality/City,Data Year,ActivityProducedBy,Point of Measurement,Data Reliability,Location,Study ID,Residential Breakout (tons),Commercial Breakout (tons),Institutional Breakout (tons),Industrial Breakout (tons),C&D Breakout (tons),Other Generator Breakout (tons),Other Generator Notes,State-Level,County-Level,Municipality/City-Level,Recycling Includes Composting,Compost,Exports,Imports,Landfill,MRF,Other,Other- AD,Other- Incinerator,Total Disposal,Total Disposed,Total Recycling,WTE
2133,New jersey,Passaic,,2011.0,Unspecified,Unknown,2.0,34031,416.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,600472.21,0.0
2134,New jersey,Salem,,2011.0,Unspecified,Unknown,2.0,34033,416.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,78652.32,0.0
2135,New jersey,Somerset,,2011.0,Unspecified,Unknown,2.0,34035,416.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,506552.62,0.0
2136,New jersey,Sussex,,2011.0,Unspecified,Unknown,2.0,34037,416.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,137362.05,0.0
2137,New jersey,Union,,2011.0,Unspecified,Unknown,2.0,34039,416.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,896474.24,0.0
2138,New jersey,Warren,,2011.0,Unspecified,Unknown,2.0,34041,416.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,158711.13,0.0
2142,New jersey,Atlantic,,2012.0,Unspecified,Unknown,2.0,34001,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,335656.0,,0.0,0.0
2143,New jersey,Bergen,,2012.0,Unspecified,Unknown,2.0,34003,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,936113.0,,0.0,0.0
2144,New jersey,Burlington,,2012.0,Unspecified,Unknown,2.0,34005,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,386030.0,,0.0,0.0
2145,New jersey,Camden,,2012.0,Unspecified,Unknown,2.0,34007,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,640642.0,,0.0,0.0
2146,New jersey,Cape may,,2012.0,Unspecified,Unknown,2.0,34009,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,175384.0,,0.0,0.0
2147,New jersey,Cumberland,,2012.0,Unspecified,Unknown,2.0,34011,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,155353.0,,0.0,0.0
2148,New jersey,Essex,,2012.0,Unspecified,Unknown,2.0,34013,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,752717.0,,0.0,0.0
2149,New jersey,Gloucester,,2012.0,Unspecified,Unknown,2.0,34015,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,396940.0,,0.0,0.0
2150,New jersey,Hudson,,2012.0,Unspecified,Unknown,2.0,34017,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,499756.0,,0.0,0.0
2151,New jersey,Hunterdon,,2012.0,Unspecified,Unknown,2.0,34019,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,109402.0,,0.0,0.0
2152,New jersey,Mercer,,2012.0,Unspecified,Unknown,2.0,34021,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,332463.0,,0.0,0.0
2153,New jersey,Middlesex,,2012.0,Unspecified,Unknown,2.0,34023,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,750449.0,,0.0,0.0
2154,New jersey,Monmouth,,2012.0,Unspecified,Unknown,2.0,34025,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,762045.0,,0.0,0.0
2155,New jersey,Morris,,2012.0,Unspecified,Unknown,2.0,34027,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,379714.0,,0.0,0.0
2156,New jersey,Ocean,,2012.0,Unspecified,Unknown,2.0,34029,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,767242.0,,0.0,0.0
2157,New jersey,Passaic,,2012.0,Unspecified,Unknown,2.0,34031,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,636821.0,,0.0,0.0
2158,New jersey,Salem,,2012.0,Unspecified,Unknown,2.0,34033,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,135636.0,,0.0,0.0
2159,New jersey,Somerset,,2012.0,Unspecified,Unknown,2.0,34035,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,363631.0,,0.0,0.0
2160,New jersey,Sussex,,2012.0,Unspecified,Unknown,2.0,34037,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,113213.0,,0.0,0.0
2161,New jersey,Union,,2012.0,Unspecified,Unknown,2.0,34039,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,472971.0,,0.0,0.0
2162,New jersey,Warren,,2012.0,Unspecified,Unknown,2.0,34041,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,90086.0,,0.0,0.0
2163,New jersey,Atlantic,,2012.0,Unspecified,Unknown,2.0,34001,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,494254.66,0.0
2164,New jersey,Bergen,,2012.0,Unspecified,Unknown,2.0,34003,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,902614.94,0.0
2165,New jersey,Burlington,,2012.0,Unspecified,Unknown,2.0,34005,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,494584.94,0.0
2166,New jersey,Camden,,2012.0,Unspecified,Unknown,2.0,34007,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,528970.57,0.0
2167,New jersey,Cape may,,2012.0,Unspecified,Unknown,2.0,34009,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,228290.17,0.0
2168,New jersey,Cumberland,,2012.0,Unspecified,Unknown,2.0,34011,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,283156.29,0.0
2169,New jersey,Essex,,2012.0,Unspecified,Unknown,2.0,34013,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,879830.44,0.0
2170,New jersey,Gloucester,,2012.0,Unspecified,Unknown,2.0,34015,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,478588.61,0.0
2171,New jersey,Hudson,,2012.0,Unspecified,Unknown,2.0,34017,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,598078.29,0.0
2172,New jersey,Hunterdon,,2012.0,Unspecified,Unknown,2.0,34019,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,105839.44,0.0
2173,New jersey,Mercer,,2012.0,Unspecified,Unknown,2.0,34021,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,433662.07,0.0
2174,New jersey,Middlesex,,2012.0,Unspecified,Unknown,2.0,34023,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1371129.02,0.0
2175,New jersey,Monmouth,,2012.0,Unspecified,Unknown,2.0,34025,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,964275.19,0.0
2176,New jersey,Morris,,2012.0,Unspecified,Unknown,2.0,34027,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,643591.52,0.0
2177,New jersey,Ocean,,2012.0,Unspecified,Unknown,2.0,34029,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,654493.63,0.0
2178,New jersey,Passaic,,2012.0,Unspecified,Unknown,2.0,34031,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,509658.66,0.0
2179,New jersey,Salem,,2012.0,Unspecified,Unknown,2.0,34033,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,65281.84,0.0
2180,New jersey,Somerset,,2012.0,Unspecified,Unknown,2.0,34035,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,430117.67,0.0
2181,New jersey,Sussex,,2012.0,Unspecified,Unknown,2.0,34037,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,112486.59,0.0
2182,New jersey,Union,,2012.0,Unspecified,Unknown,2.0,34039,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,717780.77,0.0
2183,New jersey,Warren,,2012.0,Unspecified,Unknown,2.0,34041,417.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,103382.9,0.0
2187,New jersey,Atlantic,,2013.0,Unspecified,Unknown,2.0,34001,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,321984.0,,0.0,0.0
2188,New jersey,Bergen,,2013.0,Unspecified,Unknown,2.0,34003,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,939759.0,,0.0,0.0
2189,New jersey,Burlington,,2013.0,Unspecified,Unknown,2.0,34005,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,400496.0,,0.0,0.0
2190,New jersey,Camden,,2013.0,Unspecified,Unknown,2.0,34007,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,579442.0,,0.0,0.0
2191,New jersey,Cape may,,2013.0,Unspecified,Unknown,2.0,34009,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,180128.0,,0.0,0.0
2192,New jersey,Cumberland,,2013.0,Unspecified,Unknown,2.0,34011,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,160796.0,,0.0,0.0
2193,New jersey,Essex,,2013.0,Unspecified,Unknown,2.0,34013,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,531975.0,,0.0,0.0
2194,New jersey,Gloucester,,2013.0,Unspecified,Unknown,2.0,34015,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,381011.0,,0.0,0.0
2195,New jersey,Hudson,,2013.0,Unspecified,Unknown,2.0,34017,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,526836.0,,0.0,0.0
2196,New jersey,Hunterdon,,2013.0,Unspecified,Unknown,2.0,34019,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,115364.0,,0.0,0.0
2197,New jersey,Mercer,,2013.0,Unspecified,Unknown,2.0,34021,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,307282.0,,0.0,0.0
2198,New jersey,Middlesex,,2013.0,Unspecified,Unknown,2.0,34023,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,751759.0,,0.0,0.0
2199,New jersey,Monmouth,,2013.0,Unspecified,Unknown,2.0,34025,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,697194.0,,0.0,0.0
2200,New jersey,Morris,,2013.0,Unspecified,Unknown,2.0,34027,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,383332.0,,0.0,0.0
2201,New jersey,Ocean,,2013.0,Unspecified,Unknown,2.0,34029,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,750641.0,,0.0,0.0
2202,New jersey,Passaic,,2013.0,Unspecified,Unknown,2.0,34031,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,657774.0,,0.0,0.0
2203,New jersey,Salem,,2013.0,Unspecified,Unknown,2.0,34033,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,141466.0,,0.0,0.0
2204,New jersey,Somerset,,2013.0,Unspecified,Unknown,2.0,34035,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,398270.0,,0.0,0.0
2205,New jersey,Sussex,,2013.0,Unspecified,Unknown,2.0,34037,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,104606.0,,0.0,0.0
2206,New jersey,Union,,2013.0,Unspecified,Unknown,2.0,34039,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,535837.0,,0.0,0.0
2207,New jersey,Warren,,2013.0,Unspecified,Unknown,2.0,34041,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,71937.0,,0.0,0.0
2208,New jersey,Atlantic,,2013.0,Unspecified,Unknown,2.0,34001,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,433226.87,0.0
2209,New jersey,Bergen,,2013.0,Unspecified,Unknown,2.0,34003,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,985823.43,0.0
2210,New jersey,Burlington,,2013.0,Unspecified,Unknown,2.0,34005,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,690045.58,0.0
2211,New jersey,Camden,,2013.0,Unspecified,Unknown,2.0,34007,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,561357.77,0.0
2212,New jersey,Cape may,,2013.0,Unspecified,Unknown,2.0,34009,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,220838.04,0.0
2213,New jersey,Cumberland,,2013.0,Unspecified,Unknown,2.0,34011,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,272747.58,0.0
2214,New jersey,Essex,,2013.0,Unspecified,Unknown,2.0,34013,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,842776.06,0.0
2215,New jersey,Gloucester,,2013.0,Unspecified,Unknown,2.0,34015,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,451121.17,0.0
2216,New jersey,Hudson,,2013.0,Unspecified,Unknown,2.0,34017,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,662845.79,0.0
2217,New jersey,Hunterdon,,2013.0,Unspecified,Unknown,2.0,34019,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,174837.79,0.0
2218,New jersey,Mercer,,2013.0,Unspecified,Unknown,2.0,34021,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,485026.36,0.0
2219,New jersey,Middlesex,,2013.0,Unspecified,Unknown,2.0,34023,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1824431.13,0.0
2220,New jersey,Monmouth,,2013.0,Unspecified,Unknown,2.0,34025,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,711552.34,0.0
2221,New jersey,Morris,,2013.0,Unspecified,Unknown,2.0,34027,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,746363.23,0.0
2222,New jersey,Ocean,,2013.0,Unspecified,Unknown,2.0,34029,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,865318.53,0.0
2223,New jersey,Passaic,,2013.0,Unspecified,Unknown,2.0,34031,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,503886.64,0.0
2224,New jersey,Salem,,2013.0,Unspecified,Unknown,2.0,34033,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,64884.48,0.0
2225,New jersey,Somerset,,2013.0,Unspecified,Unknown,2.0,34035,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,510372.97,0.0
2226,New jersey,Sussex,,2013.0,Unspecified,Unknown,2.0,34037,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,170170.22,0.0
2227,New jersey,Union,,2013.0,Unspecified,Unknown,2.0,34039,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,824757.92,0.0
2228,New jersey,Warren,,2013.0,Unspecified,Unknown,2.0,34041,418.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,124880.03,0.0
2232,New jersey,Atlantic,,2014.0,Unspecified,Unknown,2.0,34001,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,300300.86,,0.0,0.0
2233,New jersey,Bergen,,2014.0,Unspecified,Unknown,2.0,34003,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,873565.48,,0.0,0.0
2234,New jersey,Burlington,,2014.0,Unspecified,Unknown,2.0,34005,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,410823.68,,0.0,0.0
2235,New jersey,Camden,,2014.0,Unspecified,Unknown,2.0,34007,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,438794.55,,0.0,0.0
2236,New jersey,Cape may,,2014.0,Unspecified,Unknown,2.0,34009,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,158409.41,,0.0,0.0
2237,New jersey,Cumberland,,2014.0,Unspecified,Unknown,2.0,34011,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,135434.23,,0.0,0.0
2238,New jersey,Essex,,2014.0,Unspecified,Unknown,2.0,34013,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,517296.65,,0.0,0.0
2239,New jersey,Gloucester,,2014.0,Unspecified,Unknown,2.0,34015,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,234024.97,,0.0,0.0
2240,New jersey,Hudson,,2014.0,Unspecified,Unknown,2.0,34017,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,446590.06,,0.0,0.0
2241,New jersey,Hunterdon,,2014.0,Unspecified,Unknown,2.0,34019,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,103555.91,,0.0,0.0
2242,New jersey,Mercer,,2014.0,Unspecified,Unknown,2.0,34021,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,326878.58,,0.0,0.0
2243,New jersey,Middlesex,,2014.0,Unspecified,Unknown,2.0,34023,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,706439.71,,0.0,0.0
2244,New jersey,Monmouth,,2014.0,Unspecified,Unknown,2.0,34025,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,648427.78,,0.0,0.0
2245,New jersey,Morris,,2014.0,Unspecified,Unknown,2.0,34027,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,390186.2,,0.0,0.0
2246,New jersey,Ocean,,2014.0,Unspecified,Unknown,2.0,34029,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,600843.54,,0.0,0.0
2247,New jersey,Passaic,,2014.0,Unspecified,Unknown,2.0,34031,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,639655.06,,0.0,0.0
2248,New jersey,Salem,,2014.0,Unspecified,Unknown,2.0,34033,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,55225.39,,0.0,0.0
2249,New jersey,Somerset,,2014.0,Unspecified,Unknown,2.0,34035,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,379693.03,,0.0,0.0
2250,New jersey,Sussex,,2014.0,Unspecified,Unknown,2.0,34037,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,100750.67,,0.0,0.0
2251,New jersey,Union,,2014.0,Unspecified,Unknown,2.0,34039,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,482776.07,,0.0,0.0
2252,New jersey,Warren,,2014.0,Unspecified,Unknown,2.0,34041,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,72440.8,,0.0,0.0
2253,New jersey,Atlantic,,2014.0,Unspecified,Unknown,2.0,34001,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,381487.9,0.0
2254,New jersey,Bergen,,2014.0,Unspecified,Unknown,2.0,34003,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1147476.51,0.0
2255,New jersey,Burlington,,2014.0,Unspecified,Unknown,2.0,34005,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,618162.28,0.0
2256,New jersey,Camden,,2014.0,Unspecified,Unknown,2.0,34007,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,643273.58,0.0
2257,New jersey,Cape may,,2014.0,Unspecified,Unknown,2.0,34009,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,248804.76,0.0
2258,New jersey,Cumberland,,2014.0,Unspecified,Unknown,2.0,34011,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,325934.91,0.0
2259,New jersey,Essex,,2014.0,Unspecified,Unknown,2.0,34013,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,918359.07,0.0
2260,New jersey,Gloucester,,2014.0,Unspecified,Unknown,2.0,34015,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,505223.76,0.0
2261,New jersey,Hudson,,2014.0,Unspecified,Unknown,2.0,34017,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,669366.1,0.0
2262,New jersey,Hunterdon,,2014.0,Unspecified,Unknown,2.0,34019,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,149484.63,0.0
2263,New jersey,Mercer,,2014.0,Unspecified,Unknown,2.0,34021,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,639582.73,0.0
2264,New jersey,Middlesex,,2014.0,Unspecified,Unknown,2.0,34023,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1778972.33,0.0
2265,New jersey,Monmouth,,2014.0,Unspecified,Unknown,2.0,34025,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,949202.32,0.0
2266,New jersey,Morris,,2014.0,Unspecified,Unknown,2.0,34027,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,707830.64,0.0
2267,New jersey,Ocean,,2014.0,Unspecified,Unknown,2.0,34029,419.0,0.0,0,0,0,0.0,0,nan,N,Y,N,U,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,798504.99,0.0
