,Study ID,State,County,Municipality/City,State-Level,County-Level,Municipality/City-Level,Data Year,ActivityProducedBy,Point of Measurement,Data Reliability,Location,Waste Pathway Name,Waste Pathway Amount (original value),Waste Pathway Amount (original units),Waste Pathway Amount (tons),Residential Breakout (tons),Commercial Breakout (tons),Institutional Breakout (tons),Industrial Breakout (tons),C&D Breakout (tons),Other Generator Breakout (tons),Other Generator Notes,Aggregation,Recycling Includes Composting,Notes,Unnamed: 24
4633,803.0,Pennsylvania,Columbia,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42037,Total Disposal,47936.799999999996,tons,47936.799999999996,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4634,803.0,Pennsylvania,Crawford,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42039,Total Disposal,9622.900000000001,tons,9622.900000000001,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4635,803.0,Pennsylvania,Cumberland,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42041,Total Disposal,168280.8,tons,168280.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4636,803.0,Pennsylvania,Dauphin,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42043,Total Disposal,193070.5,tons,193070.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4637,803.0,Pennsylvania,Delaware,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42045,Total Disposal,454949.5,tons,454949.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4638,803.0,Pennsylvania,Elk,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42047,Total Disposal,18361.5,tons,18361.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4639,803.0,Pennsylvania,Erie,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42049,Total Disposal,105325.4,tons,105325.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4640,803.0,Pennsylvania,Fayette,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42051,Total Disposal,83694.3,tons,83694.3,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4641,803.0,Pennsylvania,Forest,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42053,Total Disposal,10.899999999999999,tons,10.899999999999999,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4642,803.0,Pennsylvania,Franklin,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42055,Total Disposal,109060.6,tons,109060.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4643,803.0,Pennsylvania,Fulton,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42057,Total Disposal,894.2,tons,894.2,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4644,803.0,Pennsylvania,Greene,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42059,Total Disposal,20102.600000000002,tons,20102.600000000002,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4645,803.0,Pennsylvania,Huntingdon,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42061,Total Disposal,35826.4,tons,35826.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4646,803.0,Pennsylvania,Jefferson,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42065,Total Disposal,22705.2,tons,22705.2,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4647,803.0,Pennsylvania,Juniata,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42067,Total Disposal,9858.1,tons,9858.1,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4648,803.0,Pennsylvania,Lackawanna,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42069,Total Disposal,225248.60000000003,tons,225248.60000000003,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4649,803.0,Pennsylvania,Lancaster,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42071,Total Disposal,360345.8,tons,360345.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4650,803.0,Pennsylvania,Lawrence,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42073,Total Disposal,10830.1,tons,10830.1,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4651,803.0,Pennsylvania,Lebanon,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42075,Total Disposal,96143.7,tons,96143.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4652,803.0,Pennsylvania,Lehigh,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42077,Total Disposal,283333.0,tons,283333.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4653,803.0,Pennsylvania,Luzerne,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42079,Total Disposal,255590.5,tons,255590.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4654,803.0,Pennsylvania,Lycoming,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42081,Total Disposal,76574.8,tons,76574.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4655,803.0,Pennsylvania,Mckean,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42083,Total Disposal,17092.7,tons,17092.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4656,803.0,Pennsylvania,Mercer,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42085,Total Disposal,135654.0,tons,135654.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4657,803.0,Pennsylvania,Mifflin,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42087,Total Disposal,22268.2,tons,22268.2,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4658,803.0,Pennsylvania,Monroe,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42089,Total Disposal,122123.4,tons,122123.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4659,803.0,Pennsylvania,Montgomery,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42091,Total Disposal,645598.6000000001,tons,645598.6000000001,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4660,803.0,Pennsylvania,Montour,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42093,Total Disposal,9482.8,tons,9482.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4661,803.0,Pennsylvania,Northampton,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42095,Total Disposal,281533.9,tons,281533.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4662,803.0,Pennsylvania,Northumberland,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42097,Total Disposal,44681.399999999994,tons,44681.399999999994,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4663,803.0,Pennsylvania,Perry,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42099,Total Disposal,13756.899999999998,tons,13756.899999999998,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4664,803.0,Pennsylvania,Philadelphia,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42101,Total Disposal,1283257.5,tons,1283257.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4665,803.0,Pennsylvania,Pike,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42103,Total Disposal,39403.8,tons,39403.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4666,803.0,Pennsylvania,Potter,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42105,Total Disposal,2185.6,tons,2185.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4667,803.0,Pennsylvania,Schuylkill,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42107,Total Disposal,188524.00000000003,tons,188524.00000000003,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4668,803.0,Pennsylvania,Snyder,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42109,Total Disposal,12859.2,tons,12859.2,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4669,803.0,Pennsylvania,Somerset,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42111,Total Disposal,47690.100000000006,tons,47690.100000000006,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4670,803.0,Pennsylvania,Sullivan,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42113,Total Disposal,6114.099999999999,tons,6114.099999999999,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4671,803.0,Pennsylvania,Susquehanna,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42115,Total Disposal,35495.7,tons,35495.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4672,803.0,Pennsylvania,Tioga,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42117,Total Disposal,19103.800000000003,tons,19103.800000000003,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4673,803.0,Pennsylvania,Union,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42119,Total Disposal,22882.5,tons,22882.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4674,803.0,Pennsylvania,Venango,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42121,Total Disposal,3516.0,tons,3516.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4675,803.0,Pennsylvania,Warren,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42123,Total Disposal,44576.200000000004,tons,44576.200000000004,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4676,803.0,Pennsylvania,Washington,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42125,Total Disposal,149119.8,tons,149119.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4677,803.0,Pennsylvania,Wayne,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42127,Total Disposal,18354.099999999995,tons,18354.099999999995,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4678,803.0,Pennsylvania,Westmoreland,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42129,Total Disposal,253785.6,tons,253785.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4679,803.0,Pennsylvania,York,,N,Y,N,2019,Unspecified,"Landfill, WTE",1.0,42133,Total Disposal,330622.30000000005,tons,330622.30000000005,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4680,803.0,Pennsylvania,Adams,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42001,Total Disposal,56647.0,tons,56647.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4681,803.0,Pennsylvania,Allegheny,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42003,Total Disposal,931797.8999999999,tons,931797.8999999999,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4682,803.0,Pennsylvania,Armstrong,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42005,Total Disposal,25048.0,tons,25048.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4683,803.0,Pennsylvania,Beaver,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42007,Total Disposal,162681.09999999998,tons,162681.09999999998,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4684,803.0,Pennsylvania,Bedford,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42009,Total Disposal,43969.799999999996,tons,43969.799999999996,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4685,803.0,Pennsylvania,Berks,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42011,Total Disposal,311662.89999999997,tons,311662.89999999997,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4686,803.0,Pennsylvania,Blair,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42013,Total Disposal,110691.9,tons,110691.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4687,803.0,Pennsylvania,Bradford,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42015,Total Disposal,24659.5,tons,24659.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4688,803.0,Pennsylvania,Bucks,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42017,Total Disposal,423824.8,tons,423824.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4689,803.0,Pennsylvania,Butler,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42019,Total Disposal,134113.7,tons,134113.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4690,803.0,Pennsylvania,Cambria,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42021,Total Disposal,89763.9,tons,89763.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4691,803.0,Pennsylvania,Cameron,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42023,Total Disposal,2751.0,tons,2751.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4692,803.0,Pennsylvania,Carbon,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42025,Total Disposal,26605.0,tons,26605.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4693,803.0,Pennsylvania,Centre,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42027,Total Disposal,103804.7,tons,103804.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4694,803.0,Pennsylvania,Chester,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42029,Total Disposal,293057.7,tons,293057.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4695,803.0,Pennsylvania,Clarion,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42031,Total Disposal,38841.700000000004,tons,38841.700000000004,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4696,803.0,Pennsylvania,Clearfield,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42033,Total Disposal,46353.5,tons,46353.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4697,803.0,Pennsylvania,Clinton,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42035,Total Disposal,31496.7,tons,31496.7,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4698,803.0,Pennsylvania,Columbia,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42037,Total Disposal,48604.0,tons,48604.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4699,803.0,Pennsylvania,Crawford,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42039,Total Disposal,7995.3,tons,7995.3,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4700,803.0,Pennsylvania,Cumberland,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42041,Total Disposal,181796.69999999998,tons,181796.69999999998,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4701,803.0,Pennsylvania,Dauphin,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42043,Total Disposal,186825.5,tons,186825.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4702,803.0,Pennsylvania,Delaware,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42045,Total Disposal,467769.9,tons,467769.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4703,803.0,Pennsylvania,Elk,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42047,Total Disposal,18338.300000000003,tons,18338.300000000003,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4704,803.0,Pennsylvania,Erie,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42049,Total Disposal,108143.4,tons,108143.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4705,803.0,Pennsylvania,Fayette,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42051,Total Disposal,82316.80000000002,tons,82316.80000000002,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4706,803.0,Pennsylvania,Forest,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42053,Total Disposal,1.0,tons,1.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4707,803.0,Pennsylvania,Franklin,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42055,Total Disposal,109063.3,tons,109063.3,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4708,803.0,Pennsylvania,Fulton,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42057,Total Disposal,1074.8,tons,1074.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4709,803.0,Pennsylvania,Greene,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42059,Total Disposal,18807.6,tons,18807.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4710,803.0,Pennsylvania,Huntingdon,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42061,Total Disposal,37522.9,tons,37522.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4711,803.0,Pennsylvania,Jefferson,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42065,Total Disposal,21940.3,tons,21940.3,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4712,803.0,Pennsylvania,Juniata,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42067,Total Disposal,9386.3,tons,9386.3,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4713,803.0,Pennsylvania,Lackawanna,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42069,Total Disposal,216330.1,tons,216330.1,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4714,803.0,Pennsylvania,Lancaster,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42071,Total Disposal,350943.1,tons,350943.1,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4715,803.0,Pennsylvania,Lawrence,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42073,Total Disposal,10139.5,tons,10139.5,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4716,803.0,Pennsylvania,Lebanon,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42075,Total Disposal,99017.6,tons,99017.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4717,803.0,Pennsylvania,Lehigh,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42077,Total Disposal,250300.30000000002,tons,250300.30000000002,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4718,803.0,Pennsylvania,Luzerne,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42079,Total Disposal,229886.4,tons,229886.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4719,803.0,Pennsylvania,Lycoming,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42081,Total Disposal,76086.79999999999,tons,76086.79999999999,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4720,803.0,Pennsylvania,Mckean,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42083,Total Disposal,17787.4,tons,17787.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4721,803.0,Pennsylvania,Mercer,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42085,Total Disposal,134537.9,tons,134537.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4722,803.0,Pennsylvania,Mifflin,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42087,Total Disposal,22522.6,tons,22522.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4723,803.0,Pennsylvania,Monroe,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42089,Total Disposal,131542.4,tons,131542.4,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4724,803.0,Pennsylvania,Montgomery,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42091,Total Disposal,630233.6,tons,630233.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4725,803.0,Pennsylvania,Montour,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42093,Total Disposal,9443.6,tons,9443.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4726,803.0,Pennsylvania,Northampton,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42095,Total Disposal,275450.0,tons,275450.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4727,803.0,Pennsylvania,Northumberland,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42097,Total Disposal,43415.799999999996,tons,43415.799999999996,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4728,803.0,Pennsylvania,Perry,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42099,Total Disposal,13302.8,tons,13302.8,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4729,803.0,Pennsylvania,Philadelphia,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42101,Total Disposal,1261102.2,tons,1261102.2,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4730,803.0,Pennsylvania,Pike,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42103,Total Disposal,28723.699999999997,tons,28723.699999999997,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4731,803.0,Pennsylvania,Potter,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42105,Total Disposal,8447.6,tons,8447.6,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4732,803.0,Pennsylvania,Schuylkill,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42107,Total Disposal,195449.40000000002,tons,195449.40000000002,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4733,803.0,Pennsylvania,Snyder,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42109,Total Disposal,11459.9,tons,11459.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4734,803.0,Pennsylvania,Somerset,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42111,Total Disposal,45811.899999999994,tons,45811.899999999994,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4735,803.0,Pennsylvania,Sullivan,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42113,Total Disposal,3950.0,tons,3950.0,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4736,803.0,Pennsylvania,Susquehanna,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42115,Total Disposal,29001.9,tons,29001.9,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4737,803.0,Pennsylvania,Tioga,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42117,Total Disposal,21374.3,tons,21374.3,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
4738,803.0,Pennsylvania,Union,,N,Y,N,2020,Unspecified,"Landfill, WTE",1.0,42119,Total Disposal,22414.2,tons,22414.2,NR,NR,NR,NR,NR,NR,,Y,U,Unable to breakout landfill vs WTE tonnages as some facilities have both processes,
