,Study ID,State,County,Municipality/City,State-Level,County-Level,Municipality/City-Level,Data Year,ActivityProducedBy,Point of Measurement,Data Reliability,Location,Waste Pathway Name,Waste Pathway Amount (original value),Waste Pathway Amount (original units),Waste Pathway Amount (tons),Residential Breakout (tons),Commercial Breakout (tons),Institutional Breakout (tons),Industrial Breakout (tons),C&D Breakout (tons),Other Generator Breakout (tons),Other Generator Notes,Aggregation,Recycling Includes Composting,Notes,Unnamed: 24
2012,414.0,New jersey,Cumberland,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34011,Total Disposal,168101.27,tons,168101.27,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2013,414.0,New jersey,Essex,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34013,Total Disposal,603710.47,tons,603710.47,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2014,414.0,New jersey,Gloucester,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34015,Total Disposal,263067.53,tons,263067.53,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2015,414.0,New jersey,Hudson,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34017,Total Disposal,613964.86,tons,613964.86,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2016,414.0,New jersey,Hunterdon,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34019,Total Disposal,111336.49,tons,111336.49,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2017,414.0,New jersey,Mercer,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34021,Total Disposal,329866.14,tons,329866.14,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2018,414.0,New jersey,Middlesex,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34023,Total Disposal,716565.31,tons,716565.31,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2019,414.0,New jersey,Monmouth,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34025,Total Disposal,636726.23,tons,636726.23,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2020,414.0,New jersey,Morris,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34027,Total Disposal,397399.12,tons,397399.12,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2021,414.0,New jersey,Ocean,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34029,Total Disposal,544213.42,tons,544213.42,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2022,414.0,New jersey,Passaic,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34031,Total Disposal,556409.86,tons,556409.86,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2023,414.0,New jersey,Salem,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34033,Total Disposal,63188.84,tons,63188.84,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2024,414.0,New jersey,Somerset,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34035,Total Disposal,367077.57,tons,367077.57,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2025,414.0,New jersey,Sussex,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34037,Total Disposal,107603.97,tons,107603.97,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2026,414.0,New jersey,Union,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34039,Total Disposal,497094.53,tons,497094.53,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2027,414.0,New jersey,Warren,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34041,Total Disposal,91777.82,tons,91777.82,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2028,414.0,New jersey,Atlantic,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34001,Total Recycling,411429.56,tons,411429.56,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2029,414.0,New jersey,Bergen,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34003,Total Recycling,1111800.58,tons,1111800.58,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2030,414.0,New jersey,Burlington,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34005,Total Recycling,535498.68,tons,535498.68,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2031,414.0,New jersey,Camden,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34007,Total Recycling,542191.39,tons,542191.39,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2032,414.0,New jersey,Cape may,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34009,Total Recycling,225814.69,tons,225814.69,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2033,414.0,New jersey,Cumberland,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34011,Total Recycling,370939.2,tons,370939.2,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2034,414.0,New jersey,Essex,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34013,Total Recycling,968375.74,tons,968375.74,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2035,414.0,New jersey,Gloucester,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34015,Total Recycling,371991.86,tons,371991.86,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2036,414.0,New jersey,Hudson,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34017,Total Recycling,628953.32,tons,628953.32,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2037,414.0,New jersey,Hunterdon,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34019,Total Recycling,107545.32,tons,107545.32,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2038,414.0,New jersey,Mercer,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34021,Total Recycling,467888.16,tons,467888.16,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2039,414.0,New jersey,Middlesex,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34023,Total Recycling,1208621.94,tons,1208621.94,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2040,414.0,New jersey,Monmouth,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34025,Total Recycling,779448.61,tons,779448.61,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2041,414.0,New jersey,Morris,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34027,Total Recycling,658591.81,tons,658591.81,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2042,414.0,New jersey,Ocean,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34029,Total Recycling,757300.34,tons,757300.34,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2043,414.0,New jersey,Passaic,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34031,Total Recycling,633708.86,tons,633708.86,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2044,414.0,New jersey,Salem,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34033,Total Recycling,81041.57,tons,81041.57,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2045,414.0,New jersey,Somerset,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34035,Total Recycling,331048.33,tons,331048.33,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2046,414.0,New jersey,Sussex,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34037,Total Recycling,141245.26,tons,141245.26,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2047,414.0,New jersey,Union,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34039,Total Recycling,585221.13,tons,585221.13,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2048,414.0,New jersey,Warren,,N,Y,N,2009.0,Unspecified,Unknown,2.0,34041,Total Recycling,118368.87,tons,118368.87,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2052,415.0,New jersey,Atlantic,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34001,Total Disposal,322927.59,tons,322927.59,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2053,415.0,New jersey,Bergen,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34003,Total Disposal,921970.33,tons,921970.33,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2054,415.0,New jersey,Burlington,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34005,Total Disposal,403455.24,tons,403455.24,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2055,415.0,New jersey,Camden,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34007,Total Disposal,630546.6,tons,630546.6,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2056,415.0,New jersey,Cape may,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34009,Total Disposal,171485.81,tons,171485.81,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2057,415.0,New jersey,Cumberland,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34011,Total Disposal,156519.61,tons,156519.61,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2058,415.0,New jersey,Essex,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34013,Total Disposal,707301.84,tons,707301.84,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2059,415.0,New jersey,Gloucester,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34015,Total Disposal,317227.27,tons,317227.27,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2060,415.0,New jersey,Hudson,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34017,Total Disposal,573259.79,tons,573259.79,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2061,415.0,New jersey,Hunterdon,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34019,Total Disposal,110233.99,tons,110233.99,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2062,415.0,New jersey,Mercer,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34021,Total Disposal,321056.91,tons,321056.91,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2063,415.0,New jersey,Middlesex,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34023,Total Disposal,759467.17,tons,759467.17,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2064,415.0,New jersey,Monmouth,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34025,Total Disposal,637522.0,tons,637522,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2065,415.0,New jersey,Morris,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34027,Total Disposal,390831.62,tons,390831.62,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2066,415.0,New jersey,Ocean,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34029,Total Disposal,544698.22,tons,544698.22,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2067,415.0,New jersey,Passaic,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34031,Total Disposal,637958.78,tons,637958.78,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2068,415.0,New jersey,Salem,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34033,Total Disposal,69453.12,tons,69453.12,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2069,415.0,New jersey,Somerset,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34035,Total Disposal,375422.92,tons,375422.92,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2070,415.0,New jersey,Sussex,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34037,Total Disposal,116368.52,tons,116368.52,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2071,415.0,New jersey,Union,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34039,Total Disposal,430974.98,tons,430974.98,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2072,415.0,New jersey,Warren,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34041,Total Disposal,103822.1,tons,103822.1,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2073,415.0,New jersey,Atlantic,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34001,Total Recycling,367269.21,tons,367269.21,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2074,415.0,New jersey,Bergen,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34003,Total Recycling,1280794.56,tons,1280794.56,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2075,415.0,New jersey,Burlington,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34005,Total Recycling,721183.99,tons,721183.99,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2076,415.0,New jersey,Camden,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34007,Total Recycling,704438.7,tons,704438.7,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2077,415.0,New jersey,Cape may,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34009,Total Recycling,308866.61,tons,308866.61,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2078,415.0,New jersey,Cumberland,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34011,Total Recycling,321649.66,tons,321649.66,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2079,415.0,New jersey,Essex,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34013,Total Recycling,1116480.33,tons,1116480.33,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2080,415.0,New jersey,Gloucester,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34015,Total Recycling,570182.24,tons,570182.24,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2081,415.0,New jersey,Hudson,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34017,Total Recycling,673991.36,tons,673991.36,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2082,415.0,New jersey,Hunterdon,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34019,Total Recycling,149283.81,tons,149283.81,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2083,415.0,New jersey,Mercer,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34021,Total Recycling,617310.75,tons,617310.75,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2084,415.0,New jersey,Middlesex,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34023,Total Recycling,1490991.28,tons,1490991.28,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2085,415.0,New jersey,Monmouth,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34025,Total Recycling,980426.21,tons,980426.21,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2086,415.0,New jersey,Morris,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34027,Total Recycling,711059.45,tons,711059.45,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2087,415.0,New jersey,Ocean,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34029,Total Recycling,842311.42,tons,842311.42,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2088,415.0,New jersey,Passaic,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34031,Total Recycling,638084.78,tons,638084.78,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2089,415.0,New jersey,Salem,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34033,Total Recycling,152524.31,tons,152524.31,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2090,415.0,New jersey,Somerset,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34035,Total Recycling,411089.62,tons,411089.62,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2091,415.0,New jersey,Sussex,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34037,Total Recycling,243478.07,tons,243478.07,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2092,415.0,New jersey,Union,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34039,Total Recycling,851714.69,tons,851714.69,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2093,415.0,New jersey,Warren,,N,Y,N,2010.0,Unspecified,Unknown,2.0,34041,Total Recycling,161021.74,tons,161021.74,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2097,416.0,New jersey,Atlantic,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34001,Total Disposal,308019.0,tons,308019,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2098,416.0,New jersey,Bergen,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34003,Total Disposal,963087.0,tons,963087,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2099,416.0,New jersey,Burlington,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34005,Total Disposal,394918.0,tons,394918,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2100,416.0,New jersey,Camden,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34007,Total Disposal,426303.0,tons,426303,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2101,416.0,New jersey,Cape may,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34009,Total Disposal,155167.0,tons,155167,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2102,416.0,New jersey,Cumberland,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34011,Total Disposal,180555.0,tons,180555,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2103,416.0,New jersey,Essex,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34013,Total Disposal,576694.0,tons,576694,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2104,416.0,New jersey,Gloucester,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34015,Total Disposal,353298.0,tons,353298,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2105,416.0,New jersey,Hudson,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34017,Total Disposal,501108.0,tons,501108,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2106,416.0,New jersey,Hunterdon,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34019,Total Disposal,112968.0,tons,112968,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2107,416.0,New jersey,Mercer,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34021,Total Disposal,335377.0,tons,335377,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2108,416.0,New jersey,Middlesex,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34023,Total Disposal,773476.0,tons,773476,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2109,416.0,New jersey,Monmouth,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34025,Total Disposal,652375.0,tons,652375,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2110,416.0,New jersey,Morris,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34027,Total Disposal,401098.0,tons,401098,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2111,416.0,New jersey,Ocean,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34029,Total Disposal,550254.0,tons,550254,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2112,416.0,New jersey,Passaic,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34031,Total Disposal,681202.0,tons,681202,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2113,416.0,New jersey,Salem,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34033,Total Disposal,64950.0,tons,64950,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2114,416.0,New jersey,Somerset,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34035,Total Disposal,395106.0,tons,395106,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2115,416.0,New jersey,Sussex,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34037,Total Disposal,112678.0,tons,112678,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2116,416.0,New jersey,Union,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34039,Total Disposal,469667.0,tons,469667,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2117,416.0,New jersey,Warren,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34041,Total Disposal,101381.0,tons,101381,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2118,416.0,New jersey,Atlantic,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34001,Total Recycling,474033.86,tons,474033.86,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2119,416.0,New jersey,Bergen,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34003,Total Recycling,1166056.98,tons,1166056.98,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2120,416.0,New jersey,Burlington,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34005,Total Recycling,633785.29,tons,633785.29,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2121,416.0,New jersey,Camden,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34007,Total Recycling,575581.93,tons,575581.93,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2122,416.0,New jersey,Cape may,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34009,Total Recycling,254201.08,tons,254201.08,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2123,416.0,New jersey,Cumberland,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34011,Total Recycling,285765.0,tons,285765,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2124,416.0,New jersey,Essex,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34013,Total Recycling,1025253.85,tons,1025253.85,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
2125,416.0,New jersey,Gloucester,,N,Y,N,2011.0,Unspecified,Unknown,2.0,34015,Total Recycling,540023.0,tons,540023,NR,NR,NR,NR,NR,NR,,N,U,used Total Recycled w/Add-ons for recycling ; used MSW + bulky waste for disposal,
